,DonorID,Age,Gender,Location,JoinDate,DonationID,DonationDate,Amount,CampaignID,CampaignName,StartDate,EndDate,TargetAmount,ActualAmount,Channel,Date,EngagementOutcome,ImpactType,Value,Cost
264281,DNR02922,22,Male,TAS,2020-02-11 22:59:27.552825,DNT004314,2018-12-04,86.97,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Event,8/09/2022,Unsubscribed,Workshops Delivered,37.0,100.0
264301,DNR02922,22,Male,TAS,2020-02-11 22:59:27.552825,DNT004564,2023-08-15,17.47,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Event,8/09/2022,Unsubscribed,Workshops Delivered,31.0,100.0
264321,DNR02922,22,Male,TAS,2020-02-11 22:59:27.552825,DNT006826,2024-02-12,39.49,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Event,8/09/2022,Unsubscribed,Workshops Delivered,25.0,100.0
264341,DNR02922,22,Male,TAS,2020-02-11 22:59:27.552825,DNT013419,2022-09-12,168.24,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,8/09/2022,Unsubscribed,Workshops Delivered,27.0,100.0
264361,DNR02922,22,Male,TAS,2020-02-11 22:59:27.552825,DNT013706,2017-12-30,113.82,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Event,8/09/2022,Unsubscribed,Workshops Delivered,25.0,100.0
264381,DNR02923,58,Other,NT,2021-04-21 22:59:27.552825,DNT000746,2019-10-20,35.09,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Newsletter,3/08/2022,Unsubscribed,Workshops Delivered,24.0,100.0
264411,DNR02923,58,Other,NT,2021-04-21 22:59:27.552825,DNT002138,2019-05-15,13.66,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Newsletter,3/08/2022,Unsubscribed,Workshops Delivered,24.0,100.0
264441,DNR02923,58,Other,NT,2021-04-21 22:59:27.552825,DNT005296,2016-10-24,257.69,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Newsletter,3/08/2022,Unsubscribed,Workshops Delivered,22.0,100.0
264471,DNR02923,58,Other,NT,2021-04-21 22:59:27.552825,DNT010422,2017-03-03,77.91,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Newsletter,3/08/2022,Unsubscribed,Workshops Delivered,22.0,100.0
264501,DNR02924,40,Male,NSW,2015-12-29 22:59:27.552825,DNT005543,2017-06-24,174.41,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Newsletter,17/02/2023,Engaged,Workshops Delivered,40.0,100.0
264506,DNR02924,40,Male,NSW,2015-12-29 22:59:27.552825,DNT007124,2018-12-03,60.61,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,17/02/2023,Engaged,Workshops Delivered,25.0,100.0
264511,DNR02924,40,Male,NSW,2015-12-29 22:59:27.552825,DNT010853,2022-01-05,295.69,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,17/02/2023,Engaged,Workshops Delivered,25.0,100.0
264516,DNR02924,40,Male,NSW,2015-12-29 22:59:27.552825,DNT012024,2020-01-22,41.37,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Newsletter,17/02/2023,Engaged,Workshops Delivered,40.0,100.0
264521,DNR02924,40,Male,NSW,2015-12-29 22:59:27.552825,DNT015473,2023-05-14,112.33,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Newsletter,17/02/2023,Engaged,Workshops Delivered,22.0,100.0
264526,DNR02924,40,Male,NSW,2015-12-29 22:59:27.552825,DNT016950,2016-04-17,11.39,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Newsletter,17/02/2023,Engaged,Workshops Delivered,22.0,100.0
264531,DNR02925,23,Other,ACT,2021-01-20 22:59:27.552825,DNT001378,2020-04-22,225.22,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,10/08/2022,Engaged,Workshops Delivered,37.0,100.0
264546,DNR02925,23,Other,ACT,2021-01-20 22:59:27.552825,DNT002437,2023-09-18,25.11,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,10/08/2022,Engaged,Workshops Delivered,25.0,100.0
264561,DNR02925,23,Other,ACT,2021-01-20 22:59:27.552825,DNT009790,2022-08-11,30.05,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,10/08/2022,Engaged,Workshops Delivered,25.0,100.0
264576,DNR02925,23,Other,ACT,2021-01-20 22:59:27.552825,DNT010081,2016-09-11,13.61,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,10/08/2022,Engaged,Workshops Delivered,85.0,100.0
264591,DNR02925,23,Other,ACT,2021-01-20 22:59:27.552825,DNT013657,2024-08-10,101.49,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,10/08/2022,Engaged,Workshops Delivered,24.0,100.0
264606,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT000464,2024-12-04,82.64,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,27/07/2022,Unsubscribed,Workshops Delivered,27.0,100.0
264636,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT001786,2025-01-13,228.22,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,27/07/2022,Unsubscribed,Workshops Delivered,25.0,100.0
264666,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT003454,2024-09-02,97.41,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,27/07/2022,Unsubscribed,Workshops Delivered,27.0,100.0
264696,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT003527,2016-08-05,23.99,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Event,27/07/2022,Unsubscribed,Workshops Delivered,22.0,100.0
264726,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT004804,2018-06-26,97.88,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Event,27/07/2022,Unsubscribed,Workshops Delivered,24.0,100.0
264756,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT005497,2017-09-13,380.43,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,27/07/2022,Unsubscribed,Workshops Delivered,27.0,100.0
264786,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT006036,2021-01-31,105.55,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,27/07/2022,Unsubscribed,Workshops Delivered,25.0,100.0
264816,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT006079,2022-01-05,13.65,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Event,27/07/2022,Unsubscribed,Workshops Delivered,25.0,100.0
264846,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT007243,2018-09-30,40.82,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Event,27/07/2022,Unsubscribed,Workshops Delivered,31.0,100.0
264876,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT010848,2015-06-11,23.26,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Event,27/07/2022,Unsubscribed,Workshops Delivered,24.0,100.0
264906,DNR02926,26,Male,NSW,2019-04-06 22:59:27.552825,DNT014424,2021-03-08,55.0,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Event,27/07/2022,Unsubscribed,Workshops Delivered,25.0,100.0
264936,DNR02927,68,Female,NSW,2015-12-22 22:59:27.552825,DNT003779,2024-06-09,302.82,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,24/01/2023,Engaged,Workshops Delivered,37.0,100.0
264951,DNR02927,68,Female,NSW,2015-12-22 22:59:27.552825,DNT005190,2023-07-21,35.18,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,24/01/2023,Engaged,Workshops Delivered,85.0,100.0
264966,DNR02927,68,Female,NSW,2015-12-22 22:59:27.552825,DNT007090,2022-08-28,130.75,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Phone Call,24/01/2023,Engaged,Workshops Delivered,19.0,100.0
264981,DNR02928,79,Male,TAS,2020-04-15 22:59:27.552825,DNT001124,2020-09-30,38.29,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,19/02/2023,Engaged,Workshops Delivered,24.0,100.0
264991,DNR02928,79,Male,TAS,2020-04-15 22:59:27.552825,DNT005908,2017-06-16,74.54,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,19/02/2023,Engaged,Workshops Delivered,37.0,100.0
265001,DNR02928,79,Male,TAS,2020-04-15 22:59:27.552825,DNT012559,2020-01-09,10.72,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,19/02/2023,Engaged,Workshops Delivered,22.0,100.0
265011,DNR02928,79,Male,TAS,2020-04-15 22:59:27.552825,DNT013824,2022-01-27,89.43,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,19/02/2023,Engaged,Workshops Delivered,25.0,100.0
265021,DNR02928,79,Male,TAS,2020-04-15 22:59:27.552825,DNT015798,2019-09-02,51.99,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,19/02/2023,Engaged,Workshops Delivered,31.0,100.0
265031,DNR02928,79,Male,TAS,2020-04-15 22:59:27.552825,DNT016574,2018-12-15,61.51,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,19/02/2023,Engaged,Workshops Delivered,37.0,100.0
265041,DNR02929,53,Male,NT,2019-03-07 22:59:27.552825,DNT000637,2018-08-27,139.92,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Phone Call,19/08/2023,Engaged,Workshops Delivered,27.0,100.0
265046,DNR02930,43,Male,WA,2021-06-03 22:59:27.552825,DNT003824,2019-05-17,581.22,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,6/08/2022,Not Reached,Workshops Delivered,22.0,100.0
265081,DNR02930,43,Male,WA,2021-06-03 22:59:27.552825,DNT003830,2022-07-30,20.7,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,6/08/2022,Not Reached,Workshops Delivered,19.0,100.0
265116,DNR02930,43,Male,WA,2021-06-03 22:59:27.552825,DNT006451,2017-01-31,57.93,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,6/08/2022,Not Reached,Workshops Delivered,19.0,100.0
265151,DNR02930,43,Male,WA,2021-06-03 22:59:27.552825,DNT008665,2016-12-22,64.3,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,6/08/2022,Not Reached,Workshops Delivered,22.0,100.0
265186,DNR02930,43,Male,WA,2021-06-03 22:59:27.552825,DNT009595,2020-07-27,81.79,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,6/08/2022,Not Reached,Workshops Delivered,19.0,100.0
265221,DNR02930,43,Male,WA,2021-06-03 22:59:27.552825,DNT012160,2016-11-08,29.41,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,6/08/2022,Not Reached,Workshops Delivered,27.0,100.0
265256,DNR02930,43,Male,WA,2021-06-03 22:59:27.552825,DNT015980,2016-07-26,10.17,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,6/08/2022,Not Reached,Workshops Delivered,24.0,100.0
265291,DNR02931,79,Female,NT,2022-05-05 22:59:27.552825,DNT001851,2021-04-18,48.88,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,18/10/2022,Engaged,Workshops Delivered,25.0,100.0
265306,DNR02931,79,Female,NT,2022-05-05 22:59:27.552825,DNT003231,2015-03-28,170.12,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,18/10/2022,Engaged,Workshops Delivered,37.0,100.0
265321,DNR02931,79,Female,NT,2022-05-05 22:59:27.552825,DNT015688,2022-07-29,46.72,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,18/10/2022,Engaged,Workshops Delivered,25.0,100.0
265336,DNR02931,79,Female,NT,2022-05-05 22:59:27.552825,DNT016255,2021-01-15,62.06,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,18/10/2022,Engaged,Workshops Delivered,40.0,100.0
265351,DNR02932,68,Female,SA,2023-02-19 22:59:27.552825,DNT004811,2020-10-31,36.05,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,23/01/2023,Engaged,Workshops Delivered,37.0,100.0
265381,DNR02932,68,Female,SA,2023-02-19 22:59:27.552825,DNT005068,2022-08-13,67.47,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Newsletter,23/01/2023,Engaged,Workshops Delivered,31.0,100.0
265411,DNR02932,68,Female,SA,2023-02-19 22:59:27.552825,DNT015418,2023-07-05,101.87,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,23/01/2023,Engaged,Workshops Delivered,37.0,100.0
265441,DNR02933,46,Other,VIC,2021-12-22 22:59:27.552825,DNT003705,2017-09-17,61.19,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,11/10/2022,Unsubscribed,Workshops Delivered,27.0,100.0
265471,DNR02933,46,Other,VIC,2021-12-22 22:59:27.552825,DNT011927,2017-02-24,166.15,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Event,11/10/2022,Unsubscribed,Workshops Delivered,37.0,100.0
265501,DNR02934,59,Other,NSW,2018-10-27 22:59:27.552825,DNT002867,2021-03-31,217.28,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Newsletter,26/02/2023,Engaged,Workshops Delivered,22.0,100.0
265511,DNR02934,59,Other,NSW,2018-10-27 22:59:27.552825,DNT005249,2021-11-14,120.33,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Newsletter,26/02/2023,Engaged,Workshops Delivered,27.0,100.0
265521,DNR02934,59,Other,NSW,2018-10-27 22:59:27.552825,DNT012832,2025-04-12,32.76,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Newsletter,26/02/2023,Engaged,Workshops Delivered,85.0,100.0
265531,DNR02935,56,Male,ACT,2015-09-18 22:59:27.552825,DNT004796,2021-04-30,62.89,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,19/03/2023,Engaged,Workshops Delivered,25.0,100.0
265541,DNR02935,56,Male,ACT,2015-09-18 22:59:27.552825,DNT005284,2016-12-01,68.65,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Phone Call,19/03/2023,Engaged,Workshops Delivered,25.0,100.0
265551,DNR02935,56,Male,ACT,2015-09-18 22:59:27.552825,DNT005457,2020-07-07,72.07,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Phone Call,19/03/2023,Engaged,Workshops Delivered,25.0,100.0
265561,DNR02935,56,Male,ACT,2015-09-18 22:59:27.552825,DNT005575,2024-02-20,20.59,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,19/03/2023,Engaged,Workshops Delivered,22.0,100.0
265571,DNR02935,56,Male,ACT,2015-09-18 22:59:27.552825,DNT006267,2016-04-15,21.33,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,19/03/2023,Engaged,Workshops Delivered,31.0,100.0
265581,DNR02935,56,Male,ACT,2015-09-18 22:59:27.552825,DNT006632,2017-07-26,63.18,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,19/03/2023,Engaged,Workshops Delivered,25.0,100.0
265591,DNR02936,21,Male,VIC,2018-12-28 22:59:27.552825,DNT005138,2022-10-26,16.93,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Event,25/08/2023,Unsubscribed,Workshops Delivered,40.0,100.0
265606,DNR02936,21,Male,VIC,2018-12-28 22:59:27.552825,DNT009967,2015-01-17,156.18,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,25/08/2023,Unsubscribed,Workshops Delivered,25.0,100.0
265621,DNR02936,21,Male,VIC,2018-12-28 22:59:27.552825,DNT010651,2019-08-31,164.84,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Event,25/08/2023,Unsubscribed,Workshops Delivered,37.0,100.0
265636,DNR02936,21,Male,VIC,2018-12-28 22:59:27.552825,DNT016572,2017-11-07,45.57,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,25/08/2023,Unsubscribed,Workshops Delivered,27.0,100.0
265651,DNR02937,40,Male,WA,2022-10-22 22:59:27.552825,DNT004158,2015-01-15,257.04,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,11/10/2022,Unsubscribed,Workshops Delivered,40.0,100.0
265676,DNR02937,40,Male,WA,2022-10-22 22:59:27.552825,DNT017213,2021-04-08,159.55,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,11/10/2022,Unsubscribed,Workshops Delivered,24.0,100.0
265701,DNR02938,63,Male,ACT,2017-09-22 22:59:27.552825,DNT003142,2022-03-31,49.8,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,26/08/2022,Engaged,Workshops Delivered,22.0,100.0
265726,DNR02938,63,Male,ACT,2017-09-22 22:59:27.552825,DNT005009,2022-11-03,60.22,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,26/08/2022,Engaged,Workshops Delivered,31.0,100.0
265751,DNR02938,63,Male,ACT,2017-09-22 22:59:27.552825,DNT005113,2023-02-09,271.46,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,26/08/2022,Engaged,Workshops Delivered,24.0,100.0
265776,DNR02938,63,Male,ACT,2017-09-22 22:59:27.552825,DNT010004,2018-12-22,78.49,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Phone Call,26/08/2022,Engaged,Workshops Delivered,25.0,100.0
265801,DNR02938,63,Male,ACT,2017-09-22 22:59:27.552825,DNT013118,2021-09-16,131.43,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,26/08/2022,Engaged,Workshops Delivered,40.0,100.0
265826,DNR02939,78,Female,NSW,2019-03-02 22:59:27.552825,DNT001768,2016-02-19,43.5,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Newsletter,24/11/2022,Not Reached,Workshops Delivered,19.0,100.0
265861,DNR02939,78,Female,NSW,2019-03-02 22:59:27.552825,DNT007406,2020-04-16,220.25,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Newsletter,24/11/2022,Not Reached,Workshops Delivered,31.0,100.0
265896,DNR02940,30,Male,NT,2021-02-18 22:59:27.552825,DNT002016,2022-05-07,11.19,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Event,21/08/2024,Engaged,Workshops Delivered,27.0,100.0
265901,DNR02940,30,Male,NT,2021-02-18 22:59:27.552825,DNT004038,2017-04-18,105.14,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Event,21/08/2024,Engaged,Workshops Delivered,37.0,100.0
265906,DNR02940,30,Male,NT,2021-02-18 22:59:27.552825,DNT005060,2017-10-09,179.42,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,21/08/2024,Engaged,Workshops Delivered,25.0,100.0
265911,DNR02940,30,Male,NT,2021-02-18 22:59:27.552825,DNT008546,2021-10-06,56.92,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Event,21/08/2024,Engaged,Workshops Delivered,40.0,100.0
265916,DNR02940,30,Male,NT,2021-02-18 22:59:27.552825,DNT011878,2023-03-06,80.51,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Event,21/08/2024,Engaged,Workshops Delivered,19.0,100.0
265921,DNR02940,30,Male,NT,2021-02-18 22:59:27.552825,DNT013330,2016-08-25,20.94,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Event,21/08/2024,Engaged,Workshops Delivered,25.0,100.0
265926,DNR02940,30,Male,NT,2021-02-18 22:59:27.552825,DNT014428,2020-04-01,20.99,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Event,21/08/2024,Engaged,Workshops Delivered,24.0,100.0
265931,DNR02941,32,Male,ACT,2022-10-28 22:59:27.552825,DNT001703,2018-07-19,232.15,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Event,25/07/2022,Unsubscribed,Workshops Delivered,85.0,100.0
265976,DNR02941,32,Male,ACT,2022-10-28 22:59:27.552825,DNT002454,2023-05-22,133.17,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Event,25/07/2022,Unsubscribed,Workshops Delivered,37.0,100.0
266021,DNR02941,32,Male,ACT,2022-10-28 22:59:27.552825,DNT006799,2018-11-08,53.07,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Event,25/07/2022,Unsubscribed,Workshops Delivered,22.0,100.0
266066,DNR02942,40,Male,NSW,2022-08-10 22:59:27.552825,DNT000389,2021-10-18,61.62,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Newsletter,19/07/2023,Engaged,Workshops Delivered,31.0,100.0
266081,DNR02942,40,Male,NSW,2022-08-10 22:59:27.552825,DNT000589,2024-09-23,298.84,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,19/07/2023,Engaged,Workshops Delivered,25.0,100.0
266096,DNR02942,40,Male,NSW,2022-08-10 22:59:27.552825,DNT009036,2015-06-19,17.35,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Newsletter,19/07/2023,Engaged,Workshops Delivered,24.0,100.0
266111,DNR02942,40,Male,NSW,2022-08-10 22:59:27.552825,DNT015016,2024-02-09,21.12,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Newsletter,19/07/2023,Engaged,Workshops Delivered,27.0,100.0
266126,DNR02942,40,Male,NSW,2022-08-10 22:59:27.552825,DNT016181,2022-10-12,19.51,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,19/07/2023,Engaged,Workshops Delivered,37.0,100.0
266141,DNR02943,66,Female,TAS,2016-03-16 22:59:27.552825,DNT010992,2019-06-03,128.91,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,9/12/2022,Engaged,Workshops Delivered,25.0,100.0
266151,DNR02943,66,Female,TAS,2016-03-16 22:59:27.552825,DNT011823,2016-11-26,90.96,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Newsletter,9/12/2022,Engaged,Workshops Delivered,24.0,100.0
266161,DNR02943,66,Female,TAS,2016-03-16 22:59:27.552825,DNT014502,2021-01-24,48.75,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Newsletter,9/12/2022,Engaged,Workshops Delivered,19.0,100.0
266171,DNR02943,66,Female,TAS,2016-03-16 22:59:27.552825,DNT016798,2016-11-21,229.75,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,9/12/2022,Engaged,Workshops Delivered,25.0,100.0
266181,DNR02944,28,Female,QLD,2021-08-02 22:59:27.552825,DNT008698,2024-02-21,20.55,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,28/07/2022,Engaged,Workshops Delivered,85.0,100.0
266206,DNR02944,28,Female,QLD,2021-08-02 22:59:27.552825,DNT012885,2023-05-30,308.61,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,28/07/2022,Engaged,Workshops Delivered,40.0,100.0
266231,DNR02944,28,Female,QLD,2021-08-02 22:59:27.552825,DNT014221,2025-04-01,343.63,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Phone Call,28/07/2022,Engaged,Workshops Delivered,27.0,100.0
266256,DNR02944,28,Female,QLD,2021-08-02 22:59:27.552825,DNT014533,2018-12-14,152.5,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Phone Call,28/07/2022,Engaged,Workshops Delivered,25.0,100.0
266281,DNR02945,78,Other,NSW,2016-07-04 22:59:27.552825,DNT010457,2024-07-31,20.74,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,11/04/2023,Engaged,Workshops Delivered,31.0,100.0
266286,DNR02945,78,Other,NSW,2016-07-04 22:59:27.552825,DNT011051,2019-01-11,25.86,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,11/04/2023,Engaged,Workshops Delivered,27.0,100.0
266291,DNR02946,64,Male,NT,2022-11-15 22:59:27.552825,DNT000010,2024-10-09,113.6,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,17/09/2022,Engaged,Workshops Delivered,25.0,100.0
266336,DNR02946,64,Male,NT,2022-11-15 22:59:27.552825,DNT000643,2018-03-06,75.32,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Newsletter,17/09/2022,Engaged,Workshops Delivered,24.0,100.0
266381,DNR02946,64,Male,NT,2022-11-15 22:59:27.552825,DNT001860,2016-07-05,164.39,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,17/09/2022,Engaged,Workshops Delivered,37.0,100.0
266426,DNR02946,64,Male,NT,2022-11-15 22:59:27.552825,DNT005473,2020-08-19,86.38,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,17/09/2022,Engaged,Workshops Delivered,37.0,100.0
266471,DNR02946,64,Male,NT,2022-11-15 22:59:27.552825,DNT015370,2015-05-02,33.26,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,17/09/2022,Engaged,Workshops Delivered,37.0,100.0
266516,DNR02946,64,Male,NT,2022-11-15 22:59:27.552825,DNT016615,2020-04-24,57.12,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Newsletter,17/09/2022,Engaged,Workshops Delivered,40.0,100.0
266561,DNR02947,38,Male,VIC,2017-10-31 22:59:27.552825,DNT001104,2024-06-04,108.25,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,30/05/2023,Unsubscribed,Workshops Delivered,31.0,100.0
266601,DNR02947,38,Male,VIC,2017-10-31 22:59:27.552825,DNT010700,2017-02-09,120.13,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Phone Call,30/05/2023,Unsubscribed,Workshops Delivered,25.0,100.0
