DonorID,Channel,Date,EngagementOutcome
DNR02298,Email,30/11/2024,Not Reached
DNR02298,Phone Call,18/12/2024,Not Reached
DNR02299,Email,1/03/2024,Engaged
DNR02299,Phone Call,11/07/2024,Unsubscribed
DNR02300,Email,4/04/2023,Engaged
DNR02300,Social Media,23/04/2023,Unsubscribed
DNR02300,Social Media,2/07/2023,Bounced
DNR02300,Social Media,4/09/2023,Bounced
DNR02300,Email,15/03/2024,Engaged
DNR02300,Email,21/05/2024,Engaged
DNR02300,Newsletter,16/10/2024,Bounced
DNR02301,Phone Call,2/09/2022,Engaged
DNR02301,Social Media,16/12/2024,Engaged
DNR02302,Newsletter,31/12/2024,Unsubscribed
DNR02303,Phone Call,14/03/2023,Engaged
DNR02303,Event,24/04/2023,Unsubscribed
DNR02303,Newsletter,1/09/2023,Engaged
DNR02303,Event,11/02/2024,Engaged
DNR02303,Phone Call,14/04/2025,Engaged
DNR02304,Event,11/08/2022,Unsubscribed
DNR02304,Event,7/11/2022,Not Reached
DNR02304,Event,24/01/2023,Unsubscribed
DNR02304,Phone Call,25/02/2023,Engaged
DNR02304,Email,9/03/2024,Bounced
DNR02304,Social Media,10/04/2025,Engaged
DNR02305,Email,1/01/2023,Engaged
DNR02305,Social Media,9/03/2023,Engaged
DNR02305,Social Media,11/05/2023,Bounced
DNR02305,Event,30/10/2023,Bounced
DNR02305,Email,13/05/2024,Engaged
DNR02305,Event,13/09/2024,Engaged
DNR02305,Phone Call,18/02/2025,Engaged
DNR02305,Email,5/04/2025,Engaged
DNR02306,Email,29/07/2022,Unsubscribed
DNR02306,Email,27/06/2023,Bounced
DNR02306,Phone Call,22/07/2023,Unsubscribed
DNR02306,Event,26/02/2024,Engaged
DNR02306,Newsletter,19/11/2024,Unsubscribed
DNR02306,Email,26/11/2024,Bounced
DNR02306,Email,21/12/2024,Unsubscribed
DNR02306,Newsletter,22/02/2025,Engaged
DNR02307,Email,18/01/2023,Bounced
DNR02307,Phone Call,5/04/2023,Engaged
DNR02307,Phone Call,17/10/2023,Bounced
DNR02308,Newsletter,15/03/2024,Bounced
DNR02309,Email,19/08/2022,Not Reached
DNR02309,Phone Call,10/12/2023,Engaged
DNR02309,Phone Call,22/02/2024,Engaged
DNR02309,Phone Call,24/02/2024,Not Reached
DNR02309,Newsletter,4/05/2024,Unsubscribed
DNR02309,Newsletter,13/07/2024,Engaged
DNR02309,Event,28/09/2024,Not Reached
DNR02310,Phone Call,4/04/2024,Unsubscribed
DNR02310,Social Media,8/08/2024,Bounced
DNR02310,Social Media,12/02/2025,Engaged
DNR02311,Newsletter,22/08/2022,Bounced
DNR02311,Email,27/11/2022,Unsubscribed
DNR02311,Social Media,4/03/2023,Engaged
DNR02311,Email,25/07/2023,Engaged
DNR02311,Newsletter,3/09/2024,Unsubscribed
DNR02312,Event,22/04/2023,Not Reached
DNR02312,Email,30/09/2023,Engaged
DNR02312,Social Media,27/07/2024,Engaged
DNR02313,Email,3/08/2023,Engaged
DNR02313,Email,14/08/2023,Bounced
DNR02313,Phone Call,9/01/2024,Bounced
DNR02313,Email,3/05/2024,Bounced
DNR02313,Phone Call,12/06/2024,Not Reached
DNR02314,Phone Call,12/10/2022,Not Reached
DNR02314,Social Media,1/10/2023,Engaged
DNR02314,Phone Call,18/12/2023,Unsubscribed
DNR02314,Newsletter,24/02/2024,Engaged
DNR02314,Phone Call,29/02/2024,Engaged
DNR02314,Newsletter,10/04/2024,Engaged
DNR02314,Email,1/10/2024,Engaged
DNR02314,Social Media,13/10/2024,Engaged
DNR02314,Newsletter,24/10/2024,Engaged
DNR02315,Social Media,25/12/2024,Engaged
DNR02316,Social Media,16/09/2022,Engaged
DNR02316,Newsletter,20/10/2022,Bounced
DNR02316,Email,30/12/2023,Engaged
DNR02316,Phone Call,30/03/2024,Not Reached
DNR02316,Email,20/10/2024,Unsubscribed
DNR02317,Social Media,28/09/2022,Unsubscribed
DNR02317,Email,15/04/2024,Engaged
DNR02317,Newsletter,10/04/2025,Not Reached
DNR02318,Event,10/10/2022,Engaged
DNR02318,Event,8/09/2023,Engaged
DNR02318,Email,21/01/2024,Engaged
DNR02318,Social Media,20/04/2024,Engaged
DNR02318,Newsletter,31/07/2024,Engaged
DNR02319,Event,27/12/2024,Engaged
DNR02320,Newsletter,12/11/2022,Bounced
DNR02320,Email,30/01/2023,Engaged
DNR02320,Social Media,13/02/2023,Engaged
DNR02320,Email,22/07/2023,Engaged
DNR02320,Newsletter,21/10/2023,Engaged
DNR02321,Phone Call,22/10/2024,Not Reached
DNR02322,Email,26/07/2022,Not Reached
DNR02322,Phone Call,17/05/2023,Unsubscribed
DNR02322,Event,4/09/2023,Unsubscribed
DNR02322,Phone Call,9/01/2024,Engaged
DNR02323,Email,14/01/2025,Engaged
DNR02324,Newsletter,12/10/2022,Engaged
DNR02324,Event,11/05/2023,Bounced
DNR02324,Social Media,27/03/2024,Engaged
DNR02324,Newsletter,3/11/2024,Bounced
DNR02325,Phone Call,16/01/2024,Unsubscribed
DNR02326,Event,8/08/2022,Not Reached
DNR02326,Email,8/09/2022,Bounced
DNR02326,Phone Call,13/05/2023,Engaged
DNR02326,Email,10/07/2023,Engaged
DNR02326,Event,11/07/2023,Bounced
DNR02326,Newsletter,22/11/2023,Engaged
DNR02326,Phone Call,15/12/2023,Not Reached
DNR02326,Phone Call,18/11/2024,Bounced
DNR02327,Phone Call,7/08/2022,Engaged
DNR02327,Email,5/03/2023,Engaged
DNR02327,Social Media,12/03/2023,Bounced
DNR02327,Social Media,10/04/2023,Engaged
DNR02327,Social Media,23/12/2024,Bounced
DNR02328,Newsletter,4/02/2023,Engaged
DNR02328,Phone Call,3/11/2024,Engaged
DNR02329,Event,29/10/2022,Engaged
DNR02329,Newsletter,26/02/2023,Engaged
DNR02329,Email,28/07/2023,Engaged
DNR02329,Email,16/09/2024,Engaged
DNR02329,Event,29/11/2024,Engaged
DNR02329,Phone Call,11/01/2025,Engaged
DNR02329,Phone Call,20/03/2025,Engaged
DNR02329,Social Media,20/03/2025,Unsubscribed
DNR02330,Phone Call,29/07/2023,Engaged
DNR02331,Social Media,3/09/2022,Engaged
DNR02331,Phone Call,25/10/2022,Engaged
DNR02331,Email,6/12/2022,Engaged
DNR02331,Phone Call,22/04/2023,Not Reached
DNR02331,Newsletter,8/03/2024,Engaged
DNR02331,Newsletter,14/10/2024,Engaged
DNR02331,Social Media,5/12/2024,Bounced
DNR02332,Phone Call,8/10/2022,Engaged
DNR02332,Phone Call,6/12/2022,Engaged
DNR02332,Phone Call,23/01/2023,Unsubscribed
DNR02332,Event,28/01/2023,Engaged
DNR02332,Event,27/06/2023,Engaged
DNR02332,Social Media,17/07/2023,Engaged
DNR02333,Social Media,21/10/2022,Not Reached
DNR02333,Newsletter,5/02/2023,Engaged
DNR02333,Social Media,24/05/2023,Engaged
DNR02333,Phone Call,26/08/2023,Bounced
DNR02333,Social Media,17/12/2023,Bounced
DNR02333,Newsletter,8/03/2024,Engaged
DNR02333,Social Media,23/07/2024,Bounced
DNR02333,Email,30/01/2025,Unsubscribed
DNR02334,Newsletter,23/12/2022,Bounced
DNR02334,Newsletter,17/03/2024,Not Reached
DNR02334,Event,27/07/2024,Bounced
DNR02334,Email,13/08/2024,Engaged
DNR02335,Newsletter,18/08/2023,Engaged
DNR02335,Event,22/11/2023,Engaged
DNR02335,Event,15/04/2024,Engaged
DNR02335,Event,24/07/2024,Engaged
DNR02336,Social Media,8/09/2024,Unsubscribed
DNR02337,Social Media,21/10/2022,Engaged
DNR02337,Event,15/12/2022,Unsubscribed
DNR02337,Newsletter,26/09/2023,Engaged
DNR02337,Social Media,25/03/2024,Engaged
DNR02337,Email,18/06/2024,Bounced
DNR02337,Email,9/03/2025,Bounced
DNR02337,Social Media,3/04/2025,Unsubscribed
DNR02338,Email,5/12/2022,Not Reached
DNR02338,Email,11/04/2023,Engaged
DNR02338,Social Media,4/10/2024,Bounced
DNR02339,Event,16/11/2022,Engaged
DNR02339,Social Media,19/02/2023,Bounced
DNR02339,Event,21/03/2023,Not Reached
DNR02339,Event,28/06/2023,Engaged
DNR02339,Email,12/04/2024,Engaged
DNR02340,Event,9/01/2024,Unsubscribed
DNR02340,Newsletter,1/08/2024,Engaged
DNR02341,Phone Call,15/08/2022,Engaged
DNR02341,Event,25/12/2022,Not Reached
DNR02341,Newsletter,15/01/2023,Bounced
DNR02341,Event,27/01/2023,Engaged
DNR02341,Email,13/10/2023,Not Reached
DNR02341,Newsletter,19/11/2023,Engaged
DNR02341,Email,7/10/2024,Engaged
DNR02341,Event,10/10/2024,Bounced
DNR02342,Newsletter,22/08/2022,Bounced
DNR02342,Phone Call,13/04/2023,Engaged
DNR02342,Event,8/05/2023,Engaged
DNR02342,Newsletter,10/03/2024,Unsubscribed
DNR02342,Event,12/04/2024,Bounced
DNR02342,Newsletter,1/05/2024,Engaged
DNR02342,Phone Call,16/09/2024,Bounced
DNR02342,Social Media,12/01/2025,Engaged
DNR02342,Email,23/03/2025,Engaged
DNR02343,Email,2/11/2022,Engaged
DNR02343,Newsletter,8/01/2023,Unsubscribed
DNR02343,Event,2/07/2023,Engaged
DNR02343,Newsletter,17/01/2024,Engaged
DNR02343,Email,21/03/2024,Engaged
DNR02343,Newsletter,23/09/2024,Engaged
DNR02344,Newsletter,5/09/2022,Engaged
DNR02344,Social Media,5/01/2023,Engaged
DNR02344,Event,6/05/2023,Engaged
DNR02345,Event,6/12/2022,Engaged
DNR02345,Newsletter,22/12/2022,Engaged
DNR02345,Email,11/04/2024,Engaged
DNR02346,Event,17/08/2022,Engaged
DNR02346,Newsletter,19/08/2022,Unsubscribed
DNR02346,Event,26/03/2023,Engaged
DNR02346,Email,19/06/2023,Engaged
DNR02346,Event,17/05/2024,Bounced
DNR02346,Newsletter,16/07/2024,Engaged
DNR02346,Email,28/10/2024,Not Reached
DNR02346,Phone Call,31/10/2024,Engaged
DNR02346,Newsletter,20/12/2024,Engaged
DNR02347,Social Media,29/08/2022,Engaged
DNR02348,Newsletter,21/09/2023,Engaged
DNR02348,Phone Call,26/09/2023,Not Reached
DNR02348,Email,20/04/2024,Not Reached
DNR02349,Newsletter,11/05/2023,Unsubscribed
DNR02349,Phone Call,25/10/2023,Bounced
DNR02349,Newsletter,14/03/2024,Unsubscribed
DNR02349,Event,11/11/2024,Not Reached
DNR02349,Event,10/04/2025,Not Reached
DNR02350,Event,19/05/2023,Not Reached
DNR02351,Phone Call,10/10/2022,Engaged
DNR02351,Phone Call,26/03/2023,Engaged
DNR02351,Social Media,9/06/2023,Engaged
DNR02351,Email,9/03/2025,Bounced
DNR02351,Newsletter,25/03/2025,Engaged
DNR02352,Social Media,14/05/2023,Engaged
DNR02352,Event,28/06/2023,Engaged
DNR02352,Event,18/07/2023,Bounced
DNR02352,Social Media,16/08/2023,Engaged
DNR02352,Email,25/10/2023,Engaged
DNR02352,Newsletter,23/11/2023,Engaged
DNR02352,Event,5/07/2024,Engaged
DNR02353,Event,16/08/2023,Bounced
DNR02353,Social Media,15/12/2023,Engaged
DNR02353,Social Media,8/01/2024,Not Reached
DNR02353,Newsletter,23/06/2024,Engaged
DNR02353,Newsletter,28/06/2024,Not Reached
DNR02354,Newsletter,4/11/2024,Engaged
DNR02355,Phone Call,19/12/2024,Unsubscribed
DNR02356,Event,14/09/2022,Bounced
DNR02356,Newsletter,12/01/2023,Not Reached
DNR02356,Social Media,21/10/2023,Unsubscribed
DNR02356,Newsletter,27/10/2024,Engaged
DNR02356,Newsletter,20/11/2024,Engaged
DNR02356,Email,23/11/2024,Not Reached
DNR02356,Event,8/01/2025,Engaged
DNR02356,Email,13/02/2025,Bounced
DNR02357,Phone Call,16/03/2024,Unsubscribed
DNR02358,Event,10/10/2022,Not Reached
DNR02358,Newsletter,9/12/2022,Engaged
DNR02358,Newsletter,6/01/2023,Engaged
DNR02358,Phone Call,12/06/2023,Bounced
DNR02358,Social Media,15/07/2023,Engaged
DNR02358,Social Media,8/01/2024,Engaged
DNR02358,Newsletter,6/05/2024,Not Reached
DNR02358,Phone Call,16/06/2024,Engaged
DNR02359,Email,12/10/2022,Bounced
DNR02360,Event,17/10/2022,Engaged
DNR02360,Phone Call,31/07/2023,Engaged
DNR02360,Email,28/08/2023,Engaged
DNR02360,Social Media,11/12/2023,Engaged
DNR02360,Event,11/02/2024,Bounced
DNR02360,Newsletter,27/07/2024,Engaged
DNR02360,Newsletter,17/10/2024,Unsubscribed
DNR02361,Phone Call,21/08/2022,Not Reached
DNR02361,Email,16/01/2025,Engaged
DNR02362,Newsletter,6/10/2022,Engaged
DNR02362,Email,3/11/2022,Not Reached
DNR02362,Event,27/12/2022,Bounced
DNR02362,Email,29/01/2023,Engaged
DNR02362,Email,14/06/2023,Unsubscribed
DNR02362,Phone Call,18/10/2023,Unsubscribed
DNR02362,Social Media,25/01/2024,Unsubscribed
DNR02362,Email,9/10/2024,Not Reached
DNR02362,Phone Call,24/02/2025,Bounced
DNR02363,Phone Call,23/11/2022,Engaged
DNR02363,Email,19/02/2023,Engaged
DNR02363,Social Media,19/08/2023,Unsubscribed
DNR02363,Email,19/10/2023,Engaged
DNR02363,Phone Call,8/02/2024,Unsubscribed
DNR02363,Email,18/09/2024,Not Reached
DNR02364,Social Media,22/02/2023,Unsubscribed
DNR02364,Newsletter,7/08/2023,Engaged
DNR02365,Event,20/01/2024,Unsubscribed
DNR02365,Phone Call,3/08/2024,Engaged
DNR02365,Phone Call,24/12/2024,Engaged
DNR02366,Email,3/03/2023,Engaged
DNR02366,Phone Call,8/05/2023,Unsubscribed
DNR02366,Email,14/07/2023,Engaged
DNR02366,Newsletter,10/01/2024,Engaged
DNR02366,Phone Call,3/02/2024,Bounced
DNR02366,Social Media,11/03/2025,Engaged
DNR02367,Social Media,28/12/2022,Unsubscribed
DNR02367,Event,26/01/2023,Engaged
DNR02367,Social Media,11/05/2023,Bounced
DNR02367,Email,14/03/2024,Engaged
DNR02367,Phone Call,6/04/2024,Unsubscribed
DNR02367,Social Media,12/05/2024,Unsubscribed
DNR02367,Social Media,24/05/2024,Engaged
DNR02367,Phone Call,4/03/2025,Unsubscribed
DNR02368,Phone Call,20/04/2023,Not Reached
DNR02368,Newsletter,17/07/2023,Not Reached
DNR02368,Email,15/01/2024,Engaged
DNR02368,Email,21/01/2024,Unsubscribed
DNR02368,Newsletter,7/01/2025,Engaged
DNR02368,Email,27/03/2025,Engaged
DNR02369,Phone Call,26/08/2022,Engaged
DNR02369,Email,25/02/2023,Not Reached
DNR02369,Newsletter,10/09/2023,Engaged
DNR02369,Phone Call,5/10/2024,Engaged
DNR02369,Email,25/12/2024,Unsubscribed
DNR02369,Social Media,27/12/2024,Engaged
DNR02370,Newsletter,24/09/2022,Not Reached
DNR02370,Event,10/03/2023,Unsubscribed
DNR02370,Phone Call,5/08/2023,Not Reached
DNR02370,Newsletter,26/12/2023,Engaged
DNR02370,Newsletter,3/07/2024,Unsubscribed
DNR02370,Email,4/10/2024,Engaged
DNR02371,Event,10/12/2022,Engaged
DNR02371,Event,3/12/2023,Not Reached
DNR02371,Event,17/11/2024,Unsubscribed
DNR02371,Event,24/12/2024,Engaged
DNR02372,Email,27/10/2022,Unsubscribed
DNR02372,Event,31/10/2024,Engaged
DNR02372,Newsletter,21/11/2024,Bounced
DNR02372,Newsletter,19/04/2025,Not Reached
DNR02373,Email,21/01/2023,Unsubscribed
DNR02373,Email,28/05/2023,Unsubscribed
DNR02373,Email,6/07/2024,Engaged
DNR02373,Event,16/08/2024,Unsubscribed
DNR02374,Email,26/03/2024,Not Reached
DNR02374,Phone Call,27/12/2024,Engaged
DNR02375,Social Media,2/08/2023,Engaged
DNR02375,Event,3/09/2023,Engaged
DNR02375,Newsletter,11/11/2024,Not Reached
DNR02376,Email,31/08/2023,Bounced
DNR02376,Newsletter,20/10/2023,Bounced
DNR02376,Event,7/12/2023,Bounced
DNR02376,Email,11/01/2024,Unsubscribed
DNR02376,Phone Call,27/01/2024,Engaged
DNR02376,Newsletter,8/02/2024,Bounced
DNR02376,Phone Call,9/03/2024,Not Reached
DNR02376,Email,8/06/2024,Engaged
DNR02376,Newsletter,4/11/2024,Engaged
DNR02377,Email,17/01/2023,Not Reached
DNR02377,Email,4/03/2023,Engaged
DNR02377,Email,17/10/2023,Bounced
DNR02377,Email,8/01/2024,Engaged
DNR02377,Event,22/03/2024,Not Reached
DNR02377,Phone Call,22/09/2024,Engaged
DNR02377,Phone Call,18/01/2025,Engaged
DNR02377,Event,31/03/2025,Bounced
DNR02378,Social Media,26/08/2022,Unsubscribed
DNR02378,Email,7/02/2023,Engaged
DNR02378,Social Media,18/01/2024,Engaged
DNR02378,Phone Call,8/06/2024,Not Reached
DNR02378,Email,4/09/2024,Not Reached
DNR02378,Social Media,1/10/2024,Unsubscribed
DNR02379,Event,11/12/2023,Engaged
DNR02379,Social Media,25/07/2024,Engaged
DNR02380,Email,15/11/2023,Not Reached
DNR02381,Phone Call,5/05/2023,Bounced
DNR02381,Email,30/09/2023,Bounced
DNR02381,Email,10/10/2023,Not Reached
DNR02381,Email,15/02/2024,Engaged
DNR02381,Newsletter,25/04/2024,Unsubscribed
DNR02381,Newsletter,9/06/2024,Engaged
DNR02381,Social Media,20/07/2024,Engaged
DNR02381,Newsletter,28/11/2024,Bounced
DNR02382,Email,17/03/2023,Not Reached
DNR02382,Newsletter,26/01/2024,Not Reached
DNR02383,Social Media,10/02/2023,Unsubscribed
DNR02383,Event,20/07/2023,Engaged
DNR02383,Email,16/08/2023,Engaged
DNR02383,Email,14/11/2024,Engaged
DNR02384,Newsletter,9/05/2023,Not Reached
DNR02384,Social Media,27/03/2024,Engaged
DNR02384,Phone Call,26/08/2024,Engaged
DNR02384,Social Media,26/09/2024,Engaged
DNR02384,Email,17/03/2025,Not Reached
DNR02385,Social Media,22/11/2022,Engaged
DNR02385,Newsletter,29/08/2023,Engaged
DNR02385,Social Media,16/02/2024,Engaged
DNR02385,Newsletter,4/03/2024,Unsubscribed
DNR02385,Phone Call,13/04/2024,Unsubscribed
DNR02385,Email,22/06/2024,Engaged
DNR02385,Event,14/01/2025,Engaged
DNR02385,Newsletter,8/04/2025,Engaged
DNR02386,Social Media,10/02/2023,Engaged
DNR02387,Newsletter,19/01/2023,Not Reached
DNR02387,Social Media,10/07/2023,Engaged
DNR02387,Newsletter,18/09/2023,Engaged
DNR02387,Email,16/12/2023,Bounced
DNR02387,Event,28/03/2024,Bounced
DNR02387,Phone Call,15/05/2024,Engaged
DNR02387,Email,17/04/2025,Unsubscribed
DNR02388,Newsletter,20/05/2023,Bounced
DNR02388,Newsletter,21/05/2023,Engaged
DNR02388,Newsletter,5/06/2023,Engaged
DNR02388,Newsletter,26/06/2023,Bounced
DNR02388,Newsletter,22/07/2023,Engaged
DNR02388,Newsletter,14/08/2023,Bounced
DNR02388,Phone Call,25/07/2024,Engaged
DNR02389,Email,4/11/2022,Engaged
DNR02389,Email,6/12/2022,Engaged
DNR02389,Phone Call,3/04/2023,Engaged
DNR02389,Social Media,12/07/2023,Engaged
DNR02389,Email,22/01/2025,Bounced
DNR02390,Social Media,10/05/2023,Bounced
DNR02391,Event,18/03/2023,Engaged
DNR02391,Event,27/04/2023,Engaged
DNR02391,Email,13/05/2024,Engaged
DNR02391,Social Media,5/08/2024,Engaged
DNR02392,Email,27/09/2023,Engaged
DNR02392,Phone Call,13/05/2024,Bounced
DNR02392,Event,2/09/2024,Unsubscribed
DNR02393,Social Media,16/11/2022,Bounced
DNR02393,Social Media,1/03/2023,Engaged
DNR02394,Phone Call,30/09/2022,Engaged
DNR02394,Newsletter,5/10/2022,Engaged
DNR02394,Newsletter,8/02/2023,Engaged
DNR02395,Newsletter,15/01/2024,Engaged
DNR02395,Newsletter,12/12/2024,Bounced
DNR02396,Email,28/07/2022,Engaged
DNR02396,Phone Call,17/09/2022,Engaged
DNR02396,Social Media,14/11/2022,Not Reached
DNR02396,Email,9/08/2024,Engaged
DNR02397,Phone Call,25/11/2023,Engaged
DNR02397,Social Media,26/05/2024,Engaged
DNR02397,Newsletter,2/07/2024,Bounced
DNR02397,Phone Call,12/03/2025,Unsubscribed
DNR02397,Email,4/04/2025,Bounced
DNR02398,Email,30/10/2022,Engaged
DNR02398,Email,10/11/2022,Engaged
DNR02398,Event,9/04/2023,Not Reached
DNR02398,Newsletter,19/07/2023,Bounced
DNR02398,Phone Call,9/02/2024,Not Reached
DNR02398,Event,5/04/2024,Unsubscribed
DNR02398,Social Media,31/05/2024,Engaged
DNR02398,Event,3/07/2024,Bounced
DNR02399,Phone Call,24/01/2023,Bounced
DNR02399,Social Media,27/07/2023,Engaged
DNR02400,Phone Call,30/10/2022,Not Reached
DNR02400,Newsletter,3/03/2023,Unsubscribed
DNR02400,Email,19/05/2023,Unsubscribed
DNR02400,Phone Call,22/01/2024,Engaged
DNR02400,Event,16/04/2024,Not Reached
DNR02400,Event,21/04/2024,Engaged
DNR02400,Phone Call,18/01/2025,Engaged
DNR02401,Social Media,26/11/2022,Unsubscribed
DNR02401,Newsletter,27/03/2025,Unsubscribed
DNR02402,Social Media,14/11/2022,Engaged
DNR02402,Social Media,24/02/2023,Bounced
DNR02402,Phone Call,30/05/2023,Engaged
DNR02402,Email,10/09/2023,Engaged
DNR02402,Phone Call,3/12/2024,Engaged
DNR02403,Social Media,14/05/2023,Engaged
DNR02403,Phone Call,24/12/2023,Unsubscribed
DNR02403,Newsletter,3/07/2024,Engaged
DNR02403,Event,23/07/2024,Not Reached
DNR02403,Newsletter,10/04/2025,Not Reached
DNR02404,Phone Call,17/11/2022,Unsubscribed
DNR02404,Social Media,21/11/2022,Engaged
DNR02404,Event,5/02/2023,Engaged
DNR02404,Newsletter,29/09/2023,Engaged
DNR02404,Social Media,20/12/2023,Engaged
DNR02404,Event,19/04/2024,Engaged
DNR02404,Email,23/09/2024,Engaged
DNR02404,Event,13/01/2025,Engaged
DNR02405,Email,16/10/2024,Engaged
DNR02406,Social Media,28/01/2023,Engaged
DNR02406,Phone Call,26/11/2023,Engaged
DNR02406,Phone Call,5/01/2024,Engaged
DNR02406,Event,22/12/2024,Engaged
DNR02406,Phone Call,26/01/2025,Engaged
DNR02406,Email,28/03/2025,Bounced
DNR02407,Newsletter,18/08/2022,Engaged
DNR02407,Newsletter,8/03/2023,Bounced
DNR02407,Phone Call,2/05/2023,Engaged
DNR02407,Event,22/11/2023,Unsubscribed
DNR02407,Social Media,21/04/2024,Engaged
DNR02407,Phone Call,6/08/2024,Engaged
DNR02407,Email,11/10/2024,Engaged
DNR02407,Social Media,11/11/2024,Engaged
DNR02407,Social Media,29/03/2025,Not Reached
DNR02408,Social Media,20/12/2022,Bounced
DNR02408,Phone Call,7/05/2023,Engaged
DNR02408,Event,26/06/2023,Bounced
DNR02408,Event,2/09/2023,Unsubscribed
DNR02408,Event,21/09/2023,Not Reached
DNR02408,Social Media,5/11/2023,Engaged
DNR02408,Phone Call,15/09/2024,Engaged
DNR02408,Event,3/02/2025,Engaged
DNR02408,Social Media,13/03/2025,Engaged
DNR02409,Phone Call,24/12/2023,Engaged
DNR02410,Event,30/09/2022,Not Reached
DNR02410,Social Media,16/12/2022,Engaged
DNR02410,Phone Call,18/03/2023,Not Reached
DNR02410,Email,16/04/2023,Engaged
DNR02410,Newsletter,27/05/2024,Engaged
DNR02410,Newsletter,24/07/2024,Not Reached
DNR02410,Social Media,26/07/2024,Unsubscribed
DNR02411,Phone Call,1/10/2023,Engaged
DNR02411,Event,9/01/2024,Bounced
DNR02411,Social Media,25/03/2024,Not Reached
DNR02411,Phone Call,24/10/2024,Unsubscribed
DNR02411,Social Media,7/03/2025,Engaged
DNR02412,Social Media,27/08/2022,Engaged
DNR02412,Email,12/11/2022,Not Reached
DNR02412,Email,23/06/2023,Engaged
DNR02412,Social Media,29/08/2023,Not Reached
DNR02412,Social Media,26/03/2024,Engaged
DNR02412,Phone Call,14/07/2024,Not Reached
DNR02412,Event,3/10/2024,Engaged
DNR02412,Event,3/12/2024,Bounced
DNR02412,Event,7/03/2025,Not Reached
DNR02413,Phone Call,10/10/2023,Engaged
DNR02413,Newsletter,2/06/2024,Unsubscribed
DNR02413,Event,20/03/2025,Engaged
DNR02414,Social Media,14/08/2022,Unsubscribed
DNR02414,Newsletter,14/06/2023,Engaged
DNR02414,Phone Call,18/01/2024,Engaged
DNR02414,Event,19/10/2024,Bounced
DNR02414,Social Media,2/12/2024,Bounced
DNR02415,Event,5/01/2024,Engaged
DNR02415,Event,13/08/2024,Not Reached
DNR02415,Social Media,20/03/2025,Engaged
DNR02416,Phone Call,22/08/2022,Engaged
DNR02416,Event,12/09/2022,Engaged
DNR02416,Phone Call,30/12/2024,Engaged
DNR02416,Newsletter,2/01/2025,Engaged
DNR02416,Newsletter,29/03/2025,Bounced
DNR02417,Newsletter,24/02/2023,Engaged
DNR02417,Event,16/02/2024,Engaged
DNR02417,Email,21/09/2024,Not Reached
DNR02417,Social Media,30/09/2024,Bounced
DNR02417,Social Media,29/12/2024,Engaged
DNR02417,Social Media,28/01/2025,Engaged
DNR02417,Social Media,17/03/2025,Engaged
DNR02418,Newsletter,31/07/2022,Engaged
DNR02418,Phone Call,9/02/2025,Engaged
DNR02419,Email,7/11/2022,Not Reached
DNR02419,Newsletter,29/10/2023,Engaged
DNR02419,Phone Call,5/01/2024,Engaged
DNR02419,Social Media,5/09/2024,Engaged
DNR02420,Newsletter,6/12/2022,Bounced
DNR02420,Event,30/12/2022,Bounced
DNR02420,Social Media,6/07/2023,Bounced
DNR02420,Email,9/07/2023,Engaged
DNR02420,Event,11/03/2024,Engaged
DNR02420,Event,18/06/2024,Engaged
DNR02420,Event,12/10/2024,Not Reached
DNR02420,Email,15/10/2024,Engaged
DNR02420,Social Media,29/12/2024,Bounced
DNR02421,Email,21/04/2023,Engaged
DNR02421,Event,16/08/2023,Bounced
DNR02421,Newsletter,12/11/2023,Engaged
DNR02421,Newsletter,26/07/2024,Engaged
DNR02421,Social Media,16/11/2024,Not Reached
DNR02421,Social Media,21/01/2025,Engaged
DNR02422,Social Media,25/10/2022,Engaged
DNR02422,Social Media,1/11/2023,Unsubscribed
DNR02422,Newsletter,11/05/2024,Engaged
DNR02423,Event,7/12/2022,Engaged
DNR02423,Phone Call,28/03/2023,Bounced
DNR02423,Event,16/06/2023,Engaged
DNR02423,Event,19/03/2024,Engaged
DNR02423,Phone Call,1/09/2024,Unsubscribed
DNR02423,Phone Call,17/03/2025,Unsubscribed
DNR02424,Phone Call,16/02/2023,Engaged
DNR02424,Social Media,3/07/2023,Engaged
DNR02424,Phone Call,8/04/2024,Bounced
DNR02424,Newsletter,8/02/2025,Engaged
DNR02425,Phone Call,31/12/2023,Engaged
DNR02425,Newsletter,22/08/2024,Bounced
DNR02426,Event,21/04/2023,Engaged
DNR02426,Phone Call,27/06/2023,Engaged
DNR02426,Phone Call,6/07/2023,Bounced
DNR02426,Phone Call,8/07/2023,Engaged
DNR02426,Phone Call,22/11/2024,Bounced
DNR02427,Newsletter,25/11/2022,Engaged
DNR02427,Phone Call,5/06/2023,Unsubscribed
DNR02427,Social Media,17/08/2024,Unsubscribed
DNR02427,Social Media,2/09/2024,Engaged
DNR02427,Phone Call,18/04/2025,Engaged
DNR02428,Event,18/05/2023,Not Reached
DNR02428,Phone Call,29/05/2023,Engaged
DNR02428,Email,9/06/2023,Not Reached
DNR02428,Phone Call,28/06/2023,Engaged
DNR02428,Email,16/10/2023,Not Reached
DNR02428,Event,18/04/2024,Engaged
DNR02428,Newsletter,3/01/2025,Unsubscribed
DNR02428,Phone Call,4/04/2025,Unsubscribed
DNR02429,Newsletter,26/07/2022,Not Reached
DNR02429,Phone Call,23/08/2022,Bounced
